,avg_delta_beta
CACNG8,0.1535790458937198
HCG4P3,0.15357624223602484
TRIM67,0.15347355000859259
MIA,0.15326929347826088
RNA5SP19,0.1532514492753623
HIST2H3D,0.15310869565217392
MGARP,0.15310579710144925
LAMP5,0.1530633695652174
RP11-272D20.2,0.15301032608695656
USP12-AS1,0.1529853260869565
RP11-1046B16.3,0.15297228260869564
TM4SF18,0.1528095652173913
MIR8085,0.1527322010869565
AC020931.1,0.15270706521739133
MIR93,0.15270552536231888
RP11-20I20.2,0.15229445652173912
UBA7,0.15210208333333333
SLITRK3,0.1520527832674572
AQP1,0.15204592391304347
BHMT2,0.15203066770186338
RP11-95M5.1,0.15198559782608695
FAM43B,0.15194233091787437
RP11-1029J19.2,0.15193447204968943
RPL38P1,0.1518883152173913
RP11-567J20.2,0.15184105351170568
ZDBF2,0.1518184394409938
AC099754.1,0.15181202898550725
GPR149,0.1517716183574879
RFX8,0.1517417433110368
RP11-231P20.2,0.1517202717391304
HOXA-AS3,0.15163810533956126
RP11-626P14.1,0.15157880434782608
AL365181.2,0.1514413043478261
AC092675.4,0.1513188519021739
GPR83,0.15125388795986625
BVES,0.15120637351778657
RP11-276H1.3,0.15111865942028985
HOXA11-AS1_1,0.15105855263157894
RP11-310P5.2,0.15104842391304346
NAALADL1,0.15104391304347828
HOTAIR_2,0.15084076086956522
GSTM2,0.1508348278985507
SCGN,0.15072801383399212
RP11-776A13.1,0.15070923913043482
CTD-2319I12.5,0.15067595108695653
SLC10A4,0.15066586956521744
ITPKA,0.15063541189931348
MIR34A,0.15058260869565218
RP11-129J12.1,0.15051787439613526
CTA-384D8.31,0.1504144409937888
CTC-523E23.5,0.1503992934782609
RP11-1113L8.1,0.15039704968944098
AC025627.7,0.15039704968944098
MIAT_exon1,0.1503134510869565
HFM1,0.15020978260869566
LINC00239,0.15017010869565214
ADH4,0.15011521739130432
LINC01551,0.14995865539452496
ADRB3,0.1498429347826087
CTD-2089N3.1,0.14983874223602484
LINC01388,0.14982695652173914
ALOX15,0.14974592391304348
CTD-2227E11.1,0.14937019927536233
MEOX2-AS1,0.14926141304347826
RP11-353N14.7,0.14918491847826088
LINC00492,0.14909728260869565
ZNF192P1,0.1490728713768116
PCSK1,0.1490693734015345
AC005082.12,0.14904945652173915
RP11-771K4.1,0.14902826086956525
KRT32,0.14898342391304348
LCAT,0.14893443322981365
ZNF300P1,0.14889632107023412
IL6STP1,0.14889619565217393
CYP2A7P1,0.1486432608695652
CTD-2263F21.1,0.14862744565217392
CHST3,0.14852888586956522
RP11-116G8.5,0.14851422101449277
MIR199A1,0.14851266606280195
AC008060.8,0.14846001636278633
RP11-578F21.10,0.14845512077294684
RP11-701I24.3,0.14842753623188407
SCT,0.14822681159420292
RP11-283G6.5,0.1482163043478261
RP11-726G23.11,0.14820887681159423
C10orf55,0.14820388198757764
KRT42P,0.1481741304347826
CCND2-AS1,0.1481565120689463
RP11-377G16.2,0.14809947826086955
RP11-506B6.6,0.14809870524296673
RP1-168P16.3,0.14798641304347826
TAL1,0.1479416224923253
RP11-867G23.1,0.14793858695652173
FABP5,0.14793485054347824
RDH5,0.14771809006211178
RP11-849H4.4,0.14769815217391305
KLHDC7B,0.1476927083333333
ISL1,0.14768249341238474
RP1-178F10.1,0.14766467391304347
CTC-281F24.1,0.1475346273291925
AC006538.8,0.14749864130434784
NFAM1,0.1474315760869565
MEI1,0.14741872529644268
RP11-513G11.2,0.1474125
HORMAD2,0.14737809364548493
MIR23A,0.14724497282608692
CYP26C1,0.147136166423091
SLC2A3,0.14705971014492752
ACTL6B,0.146965
PP12613,0.14692363903985506
AL513523.2,0.14685894268774702
INSM1,0.14680450310559004
OR1R1P,0.1467854347826087
CTSW,0.14677336956521742
RP11-353N14.2,0.1467358695652174
F2RL3,0.14669351708074532
RP11-9G1.3,0.14664552328578795
AC098828.2,0.14664402173913044
GABRA4,0.14662744565217392
PROCA1,0.14643044513457554
CPNE8,0.14638192028985508
CTB-31N19.3,0.14631358695652177
MIR1286,0.1462883540372671
TMCO5B,0.14625326086956522
RP11-284F21.10,0.14618958333333334
RP11-561N12.5,0.14617880434782607
EMX2,0.1461161701284985
PTPRN,0.14596474637681162
CECR1,0.1459529211956522
ACTA1,0.1459281998267171
HIF3A,0.14587421583850932
RP11-401P9.6,0.14585380434782608
TMEM101,0.14573874680306909
NRN1,0.145665901378579
HIST1H2APS2,0.14561684782608697
SFRP2,0.14558627354441245
HOTAIRM1_1,0.14543428442028986
CH17-13I23.1,0.14542418478260868
LAYN,0.14537228260869564
TRAV3,0.14524358695652173
HNF1B,0.14522634239130436
RP11-594N15.2,0.14520545289855072
HIST1H2BE,0.14519107707509882
L1TD1,0.14517890316205534
LINC00309,0.14513967391304347
RP11-20J15.5,0.14501508799171842
RP11-20J15.3,0.14501508799171842
RP11-640N20.6,0.14500978260869565
C1QL2,0.14497796604148905
ANKRD53,0.14482004528985506
HORMAD2-AS1,0.14470183946488294
RP11-973N13.2,0.14465597826086957
RP4-738P15.1,0.144593216873706
HOTTIP_3,0.1445689311594203
MIR4785,0.14451847826086955
RP11-415J8.3,0.14440831974637683
T,0.14435212574764203
SKOR1,0.14430334934277048
CCDC67,0.14430036231884058
CFH,0.14428369565217394
RP11-25O10.2,0.14409578804347825
RP11-353N4.5,0.14404538043478263
MIR4285,0.1440400815217391
MYOD1,0.1439860973084886
CPT1B,0.14397909420289853
RP11-91I8.3,0.1439755434782609
PON3,0.14397152173913041
RP11-98O2.1,0.1439701086956522
RP11-815J21.4,0.14395625
ITGAM,0.14391517558528427
RNA5SP207,0.14347010869565216
AC116614.1,0.1434290081521739
RP11-104H15.9,0.14337670807453415
FOXD1,0.1433603260869565
TLX1NB,0.14335876811594206
ZNF559-ZNF177,0.14329795652173913
ARHGEF25,0.1432441842074994
NKX2-3,0.14312529438405797
HOXB-AS4,0.14308857660455485
NT5E,0.14306024844720497
PCDHGA5,0.14302792437320874
BNC1,0.1429735394021739
AADACP1,0.1427625
COL5A2,0.14275535714285711
HOXA3,0.14262682924255374
EN2,0.14261675724637682
RP11-320N21.2,0.1426139492753623
RP11-320N21.1,0.1426139492753623
PCDHGB2,0.1425456258485199
RP11-290F5.2,0.1424755434782609
KCNC2,0.1424391304347826
PLIN4,0.14241671195652178
FES,0.1424012485791418
RP11-62H20.1,0.14222815217391305
HOXA9,0.14222354209799862
GNG11,0.14221684782608698
HOXA-AS2,0.14219150035157624
LINC01397,0.14210795454545455
LINC01230,0.14210244565217386
CERS3-AS1,0.141730615942029
AC009487.4,0.14170664251207732
PCDHGB3,0.14164858133928135
GPX7,0.14150138339920948
SEC31B,0.1414813224637681
AC005597.1,0.14144860596240558
PGM5P4-AS1,0.14142187500000003
KIAA1755,0.14141074879227053
EHHADH-AS1,0.1413548913043478
RP13-379O24.3,0.14134856067845197
RP11-139I14.2,0.1413305602006689
HOXD10,0.14111216201241134
CDKL2,0.14098634510869562
PCDHGA6,0.14096974529251466
RP11-25K19.1,0.1409680434782609
HOXA11-AS1_2,0.14095175120772946
NKX2-2,0.14093800351662403
COL3A1,0.14089771739130433
LHX2,0.1408536304347826
PCDHGA4,0.1408329541282531
AC006033.22,0.14077572463768115
TRAV24,0.14074945652173912
RP11-333B11.1,0.14073834239130437
RP11-1094M14.8,0.14068913043478262
TM6SF2,0.1406097282608696
PTGS2,0.1405764198369565
FOXE3,0.14053659420289855
EPHA5-AS1,0.14044599224510554
ZNF649-AS1,0.14042123447204968
MIR1247,0.14039868012422357
OLFM3,0.1403714492753623
MIR3074,0.14032463768115944
S100A3,0.14029363354037264
RP11-161M6.6,0.14023115942028985
TCF15,0.1402163043478261
CHAT,0.14017489988558351
KB-226F1.2,0.1401228260869565
MIR130A,0.14009248188405798
MIR137,0.14000228260869563
NID2,0.13999891304347825
RP11-966I7.2,0.13995225155279503
AC104012.1,0.13992010869565216
RP11-730G20.1,0.1398836956521739
RP11-44N12.5,0.13985861801242236
GALNT13,0.13983360983981694
RP11-394I13.1,0.13981229619565222
RP11-451H23.2,0.13975842391304347
CTB-75G16.3,0.13969782608695655
RP4-555D20.4,0.1396445652173913
FBLL1,0.1395905193236715
CH17-140K24.8,0.13957445530113197
ELOVL3,0.13956744071146246
RP4-665J23.2,0.1395320108695652
PGLYRP2,0.13952090961098398
CLDN9,0.1394382763975155
DIO3OS,0.13939784971644611
CTD-2527I21.15,0.13939021739130433
LRRTM2,0.1393379743083004
RP11-134G8.10,0.13933152173913044
LRRN4CL,0.13933016304347826
LA16c-380H5.6,0.13927717391304348
RCN1,0.13925856161419126
RNF219-AS1,0.13923652503794823
GALR2,0.13923515886287624
RP11-497D6.3,0.13923478260869565
RP11-486M3.2,0.13921413043478262
NES,0.13913726708074534
SLC2A14,0.13912538819875775
CTD-3162L10.5,0.13905896739130438
MIR663B,0.13905339673913045
RP11-760D2.5,0.139045
CCNJP1,0.13879858695652175
RP11-434C1.4,0.13878402173913046
CPT1C,0.13874660326086954
ABHD17AP6,0.13847760869565218
AC096574.5,0.13843786231884056
RP11-66B24.9,0.13839184782608696
FBXW10,0.13837083333333333
PCDHGA7,0.1382547664731702
RAD51AP1P1,0.13818695652173915
AC022384.2,0.13818695652173912
VGLL2,0.13807369374523265
FOXB1,0.1379869338768116
PCDHGB4,0.1379670427916294
RP11-60L3.6,0.13791043478260867
PGM5P3-AS1,0.1379078804347826
RP5-1132H15.1,0.13787065217391306
RP11-1102P16.1,0.13781730367832387
ONECUT2,0.13781309236254888
STAC2,0.13769261508951405
AC004980.8,0.1376195652173913
HPDL,0.13753260869565218
RP11-167N24.3,0.13748641304347828
ACVRL1,0.13742509057971014
LINC01567,0.13734538043478264
RP11-348J12.2,0.13727086120401336
RNASEH1P2,0.13725326086956527
MIR146B,0.13720419254658384
HCG4B,0.1372003775743707
GABRA1,0.1370899044795784
CALML3,0.13708616600790513
SULT1C4,0.1368901268115942
PLTP,0.1368584918478261
SNX32,0.13685332746176315
C22orf15,0.1367770652173913
AC016722.4,0.13675597826086958
LINC00554,0.13674790372670806
CRYAB,0.13670980978260872
AP001471.1,0.1366990489130435
RP11-138A23.2,0.13669836956521736
RP11-438N5.2,0.13666032608695652
HOXA6,0.13656935907046475
RP11-544L8__B.4,0.13656358695652174
RANBP20P,0.13655923913043477
CTD-2034I21.2,0.13652989130434784
ST8SIA3,0.1365275569358178
CRIP3,0.13652576992753623
PLAU,0.1364771376811594
MIR935,0.13646964285714286
BARHL1,0.1364470108695652
ZNF619P1,0.1364
GDF7,0.1363883655394525
RP11-13K12.6,0.1362978260869565
CCDC81,0.13626106719367587
RSPO2,0.13623790760869567
MIR26B,0.13618914855072464
AC103563.8,0.13617115036231886
STK33,0.13615788496376813
RP11-69M1.4,0.1361014945652174
AC002064.5,0.13605986024844718
LBX1,0.1360396492592917
RMST_6,0.1360086956521739
HMGA1P5,0.1359445652173913
PHOX2A,0.13581212944664034
ZNF880,0.13577321859903382
AC104654.1,0.1357625
PRSS3,0.13563922101449274
RP11-1026M7.2,0.13563460144927536
MT1E,0.1356289855072464
RAD51AP2,0.13558326086956524
FZD10,0.1355746803069054
SALL3,0.1354734445277361
MIR5572,0.13547010869565218
CACNG7,0.13545115942028987
EPO,0.1354356719367589
SCDP1,0.1354251811594203
APOBEC3C,0.13531684782608697
AF186192.5,0.13531135869565217
PCDHGA3,0.13530993891933676
LRFN5,0.13526878596547312
CTB-158E9.1,0.13526236413043477
RP11-452L6.6,0.13524753344481605
RNU6-244P,0.1352407608695652
GAL3ST3,0.1352164492753623
CTB-186G2.1,0.1351840579710145
CD248,0.13516863354037267
RP1-137D17.2,0.13505869565217393
HAND1,0.1350119565217391
WNT2,0.13495470108695654
PCDHGA8,0.1349252435380248
CTC-265N9.1,0.13491304347826083
CLEC4GP1,0.13479328416149067
RP11-685G9.2,0.13476739130434784
TBX4,0.1346492470837752
PCDHGB1,0.1346281537869607
MT1M,0.13450905797101448
IMPA1P,0.13443913043478262
RP11-950C14.10,0.13439184782608696
LINC01096,0.13435710144927535
AC079610.2,0.13434515810276682
RP11-13J10.1,0.13431803278688526
ZNF232,0.134313768115942
GPR25,0.1342001976284585
FOXD3-AS1,0.1341826766304348
DLEU7,0.13417600114416475
METTL7AP1,0.13416902173913042
ZNF492,0.13415000000000002
PCDHGA2,0.13411634182277615
SEZ6L2,0.13403385093167702
UGT3A2,0.13401352657004834
RP11-118M12.1,0.13400634057971014
PAMR1,0.13399397644927538
MIR27A,0.1339873913043478
KLHL1,0.1339734569666921
ASCL1,0.13395692934782608
C2orf48,0.13395489130434782
EPHA5,0.13394933418031246
ZNF486,0.13394922360248449
F2RL2,0.13394815217391304
MAB21L1,0.13392765303203663
AC067961.1,0.13390942028985506
MIR4520-1,0.13377282608695654
KCNS1,0.1337708220108696
RP11-625I7.1,0.13375978260869564
RP1-170O19.23,0.13363579192546585
RP11-329N22.1,0.13352486413043477
CCDC184,0.13351304347826087
RP11-173C1.1,0.13345203804347824
MIR6719,0.13337445652173913
RP11-157G21.2,0.13334320652173914
RP1-310O13.13,0.13328043478260868
RP4-631H13.4,0.13320326086956524
MAN1A2P1,0.13320217391304348
TRAV22,0.13318695652173912
AC108488.4,0.1331595108695652
ADAM32,0.13310597826086956
AC010907.5,0.13308695652173916
RP11-473C19.1,0.1330864130434783
RLTPR,0.13306547731569002
HES5,0.13303193979933106
MIR6068,0.13300565217391305
RP11-21B23.2,0.13299583333333337
LINC00391,0.13299116847826087
RP11-605F22.2,0.1329861387163561
MIR1914,0.13296757246376809
BVES-AS1,0.13292269021739128
TFAP2D,0.13287054347826086
TCEAL7,0.13286693840579708
RP11-59C5.3,0.13285969202898548
POU3F4,0.13280862998188406
KB-1568E2.1,0.1327858695652174
FOXL2NB,0.13275245652173914
TF,0.13273666007905138
PCDHGA1,0.13261267252532138
ZNF826P,0.13258659420289853
NEXN-AS1,0.1325832509881423
NRADDP,0.1324396739130435
PCDHGB5,0.1323708997251935
ISL2,0.1323063519021739
RP11-529A4.7,0.13228858695652174
ACOT12,0.1322835597826087
CTD-2587H24.4,0.13215597826086958
RCN3,0.13212554347826086
HOXC8,0.13210363451086957
KCNQ1DN,0.13209656286721502
RARRES2,0.13209316123188405
HOXA1,0.13193879830917873
AC025171.1,0.13191554820415877
RP3-471C18.2,0.13188828502415456
FOXC2-AS1,0.13187080745341617
SST,0.13186257246376815
FUT9,0.13182255434782608
RP11-643A5.2,0.1318211956521739
SYNGR3,0.1316753775743707
LINC01077,0.13162554347826086
SALL2,0.1316236956521739
LINC01143,0.13159678093645483
NDP-AS1,0.1315733695652174
CLEC4G,0.13156476449275362
SLC22A16,0.13147733695652175
RP5-858L17.1,0.13145059782608695
RPS26P49,0.13144076086956522
DOC2GP,0.13143097826086958
MEOX1,0.13142548654244307
RP11-497E19.2,0.1314125
SLC25A2,0.13135789855072466
ZNF551,0.13132580434782606
MIR9-2,0.13119195652173915
PCDHB4,0.13116251811594204
CFAP44,0.1311139423076923
GRIA4,0.1310741197200545
PCDH8P1,0.1310602657004831
MIR6071,0.1310032608695652
SH3RF3-AS1,0.13095892857142857
LINC00682,0.13090957716076437
RP11-129I19.2,0.130888768115942
LRRC17,0.13069615683229815
FAM167B,0.130681884057971
PSAT1,0.13048226902173915
LINC00237,0.1304815670289855
OTX2-AS1,0.1304690199275362
RP4-816N1.7,0.13037445652173912
JPH4,0.13033956521739132
DLX6,0.130325641162262
PITX2,0.130297611184582
HLA-J,0.1302800562888199
POU3F1,0.13024556692242115
ACTG2,0.13021304347826088
KCNA3,0.13016582125603862
MIR5687,0.13014619565217392
FEZF1,0.13013574144796972
PTH2,0.13013309782608695
RP11-51F16.1,0.13012744565217393
RP11-736N17.9,0.13010108695652176
VENTX,0.1300894806763285
FGF2,0.13007967391304348
ICAM2,0.13003754528985506
PVT1_3,0.13000434782608697
LRP4,0.12996392140468227
RP11-270M14.4,0.1299595108695652
GFI1,0.1298696097758574
GPR75,0.1298455502717391
CTD-2545M3.6,0.12969001358695653
SATB2-AS1,0.1296558715345717
LDHAL6A,0.12953780193236716
C12orf42,0.12948801877470356
ATP5G2,0.12940629180602006
CPA2,0.12938478260869563
SFRP5,0.12936324370709382
NKX2-5,0.1292506258234519
ZNF577,0.12924822463768115
CTD-2297D10.2,0.12923874680306904
AC005606.14,0.12915112318840577
CTC-235G5.3,0.129137288647343
RP11-145M4.3,0.1291100543478261
RSPH10B,0.12908423913043476
RAX,0.12907204968944103
DUOXA1,0.12905141776937618
WNT3A,0.129008401880141
RP11-455O6.2,0.12895945652173912
NYNRIN,0.12892016304347825
MUSTN1,0.12891242236024844
SLFN12,0.12885684782608697
EPS8L1,0.12876166879795398
GJD2,0.1287577898550725
CCDC105,0.128699788647343
PSKH2,0.12862084980237154
MIR199B,0.12860815217391305
AL590708.2,0.12860815217391305
AC097468.7,0.12846039130434783
JAK3,0.12842622282608698
AC009404.2,0.12841859903381642
RP3-405J10.4,0.12838858695652175
BCL6B,0.1283620341614907
NAALAD2,0.12836016304347825
RP3-326L13.2,0.128350719660774
HOXA11-AS1_3,0.12828391304347828
SP9,0.12827998582230626
SHE,0.1282351902173913
AC002472.11,0.12816702898550725
CHST2,0.1281330706521739
RP11-649A16.1,0.12807957839262188
CASS4,0.12803782004830921
IRX4,0.1279620340449145
FBXO40,0.12796048913043476
RP11-756A22.7,0.12793076086956523
TPTE2P1,0.12793076086956523
PCDHGA9,0.12790787065046488
RP5-1065O2.4,0.12789100790513833
RP11-12D5.5,0.1278720108695652
CTD-2619J13.13,0.12784891304347826
SOD3,0.12781700310559008
RP11-379C10.4,0.12778659420289853
NEUROG1,0.12771364518633538
CXCL1,0.12771277173913045
HLA-K,0.1277044202898551
RP11-686D16.1,0.12768043478260868
RP11-232L2.2,0.12760434782608696
LAMP5-AS1,0.12750305383022775
RP11-667K14.14,0.12747527173913045
CTD-2036P10.5,0.12744565217391307
SNAP91,0.1274059533514493
RP11-454P7.3,0.1273713768115942
GAD2,0.1273521739130435
HOXA10-HOXA9,0.1273441955877855
RP11-161M6.2,0.1273335
F10-AS1,0.12731576086956523
RP11-489D6.2,0.12728878458498025
OR13J1,0.12728315217391306
RXFP3,0.12722536231884057
RP11-89F3.2,0.1272220108695652
SRGN,0.12714124396135262
CTD-3094K11.1,0.12713532608695652
FOXD3,0.1271206939799331
PTGDR,0.12710185926773454
CYYR1,0.12699041364734298
RP11-135A1.3,0.1269864130434783
TEK,0.12692735507246378
MIR503HG,0.12691784420289856
RSPO4,0.1269063858695652
RP11-413E1.4,0.12686655138339925
RP4-548D19.3,0.12684239130434782
RNA5SP174,0.12666739130434782
CTB-60B18.12,0.12666086956521738
AC004943.1,0.12652989130434783
PTP4A2P2,0.1264929347826087
CCDC89,0.12642641304347826
RP11-763E3.1,0.12641793478260868
RP11-311H10.4,0.12638097826086958
PCDHGB6,0.12627459890584508
RP11-616M22.1,0.12618315217391304
CTA-331P3.1,0.1261039402173913
ANKRD30B,0.12594834897891966
USP44,0.12592416730231376
LINC01270,0.12591847826086958
RP11-433J8.1,0.12589519927536233
ECEL1P2,0.12588070652173913
RSPH9,0.12583298494983278
RP11-317F20.3,0.12580597826086956
IZUMO1,0.125730615942029
STXBP5L,0.12572420948616603
AC022182.3,0.12568260869565218
CDK5R2,0.12567942934782608
RP11-89K21.1,0.1256727160569085
S100A4,0.1256652950310559
CFI,0.12565733695652176
MT3,0.12565692934782607
AC079779.4,0.12565108695652175
SLC4A10,0.12563846014492752
CD34,0.12560183066361558
FKBP9P1,0.12557047101449276
CTA-228A9.3,0.1254357608695652
SLC7A4,0.12536884057971018
PPP1R18,0.12528241000467508
SERPING1,0.12522735606784519
CTD-2544H17.2,0.12519465579710146
MIR34B,0.12515619565217392
RP3-330M21.5,0.12501521739130436
MNX1,0.12490760869565218
RP4-647C14.2,0.12480970496894407
PAX7,0.12480294497169497
GPX3,0.12478290830546263
MIR6816,0.1247711956521739
KIRREL2,0.12470030570652173
TOX2,0.12469458318955605
AC037459.4,0.12466101258581234
RP11-867G23.13,0.12462438241106719
CTC-467M3.1,0.1246197702776763
ARMC4P1,0.12454954710144929
SOSTDC1,0.12446108136189259
ALDH1L1,0.12442113043478256
GABRG2,0.12438636363636363
EDN3,0.12437572463768115
LINC00605,0.12437204968944097
RRAD,0.12435397157190638
RP11-103B5.4,0.12431195652173911
LINC01340,0.1243092391304348
PCDHGB8P,0.12427855731225299
HSPB2-C11orf52,0.12427272727272726
SMIM2-IT1,0.12426521739130436
CX3CL1,0.12426182864450129
RASSF10,0.12424176421404681
NBPF13P,0.1242114692653673
EOMES,0.12415731340579711
PHYHD1,0.12413783967391305
MIAT,0.12399768306636157
CNRIP1,0.12393507033248083
FOXD4L1,0.12385729813664595
CCK,0.12376039697542533
CRYGD,0.12370792224080265
RP11-515E23.2,0.12365923913043479
CYP2T3P,0.12359239130434782
POPDC2,0.12356514945652171
DNM3,0.12355086965847838
AC092675.3,0.12351403985507246
HOTTIP_4,0.12348605072463767
RP11-13P5.2,0.12341864130434783
MIR34C,0.12339198717948718
DKK3,0.12338987336688798
TWIST1,0.12336031553067454
NEUROG3,0.12333967391304347
RP5-877J2.1,0.12333047826086956
CTD-2126E3.3,0.12329728260869564
ESPN,0.12323838374291116
CIDEA,0.12321304347826087
RP11-763B22.7,0.12317626811594205
RP11-510M2.1,0.12316684782608696
BX470102.3,0.12311249999999997
AC018717.1,0.12308315217391304
RP11-1166P10.7,0.12307445652173914
HAND2,0.1230240046525033
HCK,0.12302178894927537
FGF10-AS1,0.12299995819397991
AP000708.1,0.12292267512077294
AC008686.1,0.12291358695652171
RP11-283C24.1,0.12290815217391302
CTD-2540L5.9,0.12289619565217393
RP11-208P4.1,0.12285869565217392
AC017104.2,0.122825
RP11-687M24.8,0.12278627717391304
ADM5,0.12274361413043477
RP11-380D23.2,0.12272832125603865
KCNA4,0.12259742653376873
ECEL1,0.12258699048913045
MIR219A1,0.1225407608695652
LYPD5,0.12253509374345088
AC010096.2,0.12253206521739131
RP5-1050D4.2,0.1224391304347826
RP11-131H24.4,0.12240262681159421
TSPAN2,0.12239900362318838
RP11-726G23.10,0.12238434782608697
RP5-947P14.2,0.12235326086956524
AP000697.6,0.12230457161125319
AMH,0.12229273097826088
RP11-150O12.2,0.12228913043478261
LINC01269,0.12226358695652173
MTMR9LP,0.12222530193236715
MST1L,0.12215710144927536
LINC00982,0.12209139751552796
RP5-963E22.4,0.12207424301242234
SMYD4,0.12197548309178745
CKBP1,0.12192934782608697
RP11-23P13.6,0.1219266304347826
ZNF833P,0.12190520252694166
FGF12-AS2,0.12188905279503104
CR1L,0.12183829623878535
RNU7-158P,0.12181141304347828
FZD7,0.12180954483695652
FAM26E,0.12176345108695653
RP11-543D5.2,0.12175434782608695
RP11-181G12.4,0.12174830163043479
MIR503,0.1217466938405797
MIR106B,0.12173991545893723
SPIB,0.12169306265984656
RP11-644F5.10,0.12166947940503434
C17orf64,0.12163627587991716
MADCAM1,0.12155465353260872
TTC28,0.12154602842809363
LBX1-AS1,0.12152111180124223
ALOX12,0.1213600790513834
RP4-758J18.7,0.12134798136645963
RP11-661A12.12,0.1213195652173913
LINC01315,0.12128410326086957
FAM181B,0.12127730978260871
NFIX,0.12121721665157122
RP11-452C8.1,0.1211478260869565
AC051649.12,0.12110896739130438
CECR6,0.12109474637681161
KRT17,0.12108571428571427
PRRX2-AS1,0.12100502717391301
ALPL,0.12098885869565217
TOR4A,0.1209645022883295
AC026271.5,0.1209141304347826
SYNDIG1,0.12082634688090735
CTD-2194D22.4,0.12080760869565217
